"Table 8: Stores Ranked by Total Dollar Sales, RY 2013–14"														
Transaction Avg. Value of														
Rank Store12 City Address Count Transaction Dollar Sales		store_text	text2	Store Number	LicenseeOrFulfillmentCenter	test	test	test	text	text2	AvgVal_text	AvgValueOfTransaction	DollarSales	TransactionCount
84	"619 Reading Penn Plz 3045 Fifth St Hwy, Unit #3 211,639 $28.81 $6,098,337.15"	619 	"619 Reading Penn Plz 3045 Fifth St Hwy, Unit #3 211,639 $28.81 $6,098,337.15"	619 	0				"$28.81 $6,098,337.15"	"$6,098,337.15"	$28.81	$28.81	"$6,098,337.15"	211674.3197
85	"4804 Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd 221,056 $27.43 $6,064,079.49"	4804 	"4804 Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd 221,056 $27.43 $6,064,079.49"	4804 	0				"$27.43 $6,064,079.49"	"$6,064,079.49"	$27.43	$27.43	"$6,064,079.49"	221074.7171
86	"709 Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, Ste #82 179,618 $33.69 $6,051,000.16"	709 	"709 Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, Ste #82 179,618 $33.69 $6,051,000.16"	709 	0				"$33.69 $6,051,000.16"	"$6,051,000.16"	$33.69	$33.69	"$6,051,000.16"	179608.1971
87	"4636 Narberth 1 Station Cir 148,932 $40.37 $6,012,158.05"	4636 	"4636 Narberth 1 Station Cir 148,932 $40.37 $6,012,158.05"	4636 	0				"$40.37 $6,012,158.05"	"$6,012,158.05"	$40.37	$40.37	"$6,012,158.05"	148926.3822
88	"910 Souderton Hilltown Plz Sc 766 Rt 113, Str 4 197,845 $30.38 $6,009,570.67"	910 	"910 Souderton Hilltown Plz Sc 766 Rt 113, Str 4 197,845 $30.38 $6,009,570.67"	910 	0				"$30.38 $6,009,570.67"	"$6,009,570.67"	$30.38	$30.38	"$6,009,570.67"	197813.3861
89	"2306 Wayne 209 W Lancaster Ave 136,770 $43.64 $5,968,317.45"	2306 	"2306 Wayne 209 W Lancaster Ave 136,770 $43.64 $5,968,317.45"	2306 	0				"$43.64 $5,968,317.45"	"$5,968,317.45"	$43.64	$43.64	"$5,968,317.45"	136762.5447
90	"101 Gettysburg 1275 York Rd, Lot 12 150,833 $39.38 $5,939,974.39"	101 	"101 Gettysburg 1275 York Rd, Lot 12 150,833 $39.38 $5,939,974.39"	101 	0				"$39.38 $5,939,974.39"	"$5,939,974.39"	$39.38	$39.38	"$5,939,974.39"	150837.3385
91	"5135 Philadelphia 5101 Lancaster Ave 297,231 $19.85 $5,899,449.37"	5135 	"5135 Philadelphia 5101 Lancaster Ave 297,231 $19.85 $5,899,449.37"	5135 	0				"$19.85 $5,899,449.37"	"$5,899,449.37"	$19.85	$19.85	"$5,899,449.37"	297201.4796
92	"2324 Holmes Macdade Shopping Ctr 2143 Macdade Blvd 221,618 $26.49 $5,870,820.07"	2324 	"2324 Holmes Macdade Shopping Ctr 2143 Macdade Blvd 221,618 $26.49 $5,870,820.07"	2324 	0				"$26.49 $5,870,820.07"	"$5,870,820.07"	$26.49	$26.49	"$5,870,820.07"	221624.0117
93	"3607 Lititz Shoppes At Kissel Village 1020 Lititz Pike 185,302 $31.39 $5,816,186.25"	3607 	"3607 Lititz Shoppes At Kissel Village 1020 Lititz Pike 185,302 $31.39 $5,816,186.25"	3607 	0				"$31.39 $5,816,186.25"	"$5,816,186.25"	$31.39	$31.39	"$5,816,186.25"	185287.8703
94	"5160 Philadelphia Hendrix Ctr 11685 Bustleton Ave 238,453 $24.29 $5,791,832.28"	5160 	"5160 Philadelphia Hendrix Ctr 11685 Bustleton Ave 238,453 $24.29 $5,791,832.28"	5160 	0				"$24.29 $5,791,832.28"	"$5,791,832.28"	$24.29	$24.29	"$5,791,832.28"	238445.133
95	"1010 Seven Fields 206 Seven Fields Blvd 157,407 $36.47 $5,741,361.24"	1010 	"1010 Seven Fields 206 Seven Fields Blvd 157,407 $36.47 $5,741,361.24"	1010 	0				"$36.47 $5,741,361.24"	"$5,741,361.24"	$36.47	$36.47	"$5,741,361.24"	157426.9602
96	"5112 Philadelphia 2550 Grant Ave, Ste 130 190,504 $29.96 $5,706,857.44"	5112 	"5112 Philadelphia 2550 Grant Ave, Ste 130 190,504 $29.96 $5,706,857.44"	5112 	0				"$29.96 $5,706,857.44"	"$5,706,857.44"	$29.96	$29.96	"$5,706,857.44"	190482.5581
97	"211 Gibsonia 354 Northtowne Sq 5600 Rte 8 166,348 $34.26 $5,698,461.25"	211 	"211 Gibsonia 354 Northtowne Sq 5600 Rte 8 166,348 $34.26 $5,698,461.25"	211 	0				"$34.26 $5,698,461.25"	"$5,698,461.25"	$34.26	$34.26	"$5,698,461.25"	166329.8672
98	"1502 Phoenixville 550 Kimberton Rd 171,661 $33.02 $5,668,165.94"	1502 	"1502 Phoenixville 550 Kimberton Rd 171,661 $33.02 $5,668,165.94"	1502 	0				"$33.02 $5,668,165.94"	"$5,668,165.94"	$33.02	$33.02	"$5,668,165.94"	171658.5687
99	"2215 Harrisburg The Pt Shopping Ctr 4227 Union Deposit Rd 215,967 $26.07 $5,629,839.64"	2215 	"2215 Harrisburg The Pt Shopping Ctr 4227 Union Deposit Rd 215,967 $26.07 $5,629,839.64"	2215 	0				"$26.07 $5,629,839.64"	"$5,629,839.64"	$26.07	$26.07	"$5,629,839.64"	215950.8876
100	"4110 Williamsport Loyal Pz Shopping Ctr 1903 E 3rd St 153,657 $36.55 $5,616,493.23"	4110 	"4110 Williamsport Loyal Pz Shopping Ctr 1903 E 3rd St 153,657 $36.55 $5,616,493.23"	4110 	0				"$36.55 $5,616,493.23"	"$5,616,493.23"	$36.55	$36.55	"$5,616,493.23"	153666.0254
101	"2320 Havertown 1305 West Chester Pike, Ste 44B 198,720 $28.26 $5,616,410.18"	2320 	"2320 Havertown 1305 West Chester Pike, Ste 44B 198,720 $28.26 $5,616,410.18"	2320 	0				"$28.26 $5,616,410.18"	"$5,616,410.18"	$28.26	$28.26	"$5,616,410.18"	198740.6292
102	"5132 Philadelphia 4229 N Broad St 295,183 $18.94 $5,591,080.21"	5132 	"5132 Philadelphia 4229 N Broad St 295,183 $18.94 $5,591,080.21"	5132 	0				"$18.94 $5,591,080.21"	"$5,591,080.21"	$18.94	$18.94	"$5,591,080.21"	295199.5887
103	"5190 Philadelphia 7161 Ogontz Ave 266,369 $20.89 $5,563,999.41"	5190 	"5190 Philadelphia 7161 Ogontz Ave 266,369 $20.89 $5,563,999.41"	5190 	0				"$20.89 $5,563,999.41"	"$5,563,999.41"	$20.89	$20.89	"$5,563,999.41"	266347.5065
104	"3915 Bethlehem Westgate Mall 2289 Schoenersville Rd 186,942 $29.69 $5,550,818.27"	3915 	"3915 Bethlehem Westgate Mall 2289 Schoenersville Rd 186,942 $29.69 $5,550,818.27"	3915 	0				"$29.69 $5,550,818.27"	"$5,550,818.27"	$29.69	$29.69	"$5,550,818.27"	186959.1873
105	"4001 Wilkes-Barre 2136 Wilkes-Barre Twp 182,667 $30.20 $5,517,436.82"	4001 	"4001 Wilkes-Barre 2136 Wilkes-Barre Twp 182,667 $30.20 $5,517,436.82"	4001 	0				"$30.20 $5,517,436.82"	"$5,517,436.82"	$30.20	$30.20	"$5,517,436.82"	182696.5834
106	"2106 Mechanicsburg 6560 Carlisle Pike, Ste 350 169,414 $32.53 $5,511,033.75"	2106 	"2106 Mechanicsburg 6560 Carlisle Pike, Ste 350 169,414 $32.53 $5,511,033.75"	2106 	0				"$32.53 $5,511,033.75"	"$5,511,033.75"	$32.53	$32.53	"$5,511,033.75"	169413.8872
107	"266 Sewickley 521 Beaver St 101,127 $54.21 $5,482,318.26"	266 	"266 Sewickley 521 Beaver St 101,127 $54.21 $5,482,318.26"	266 	0				"$54.21 $5,482,318.26"	"$5,482,318.26"	$54.21	$54.21	"$5,482,318.26"	101131.1245
108	"3522 Scranton 210 Meadow Ave 178,191 $30.65 $5,460,981.05"	3522 	"3522 Scranton 210 Meadow Ave 178,191 $30.65 $5,460,981.05"	3522 	0				"$30.65 $5,460,981.05"	"$5,460,981.05"	$30.65	$30.65	"$5,460,981.05"	178172.3018
109	"1507 Kennett Square New Garden Town Sq Sc 350 Scarlett Rd, Ste 1-3-5 127,257 $42.80 $5,446,179.58"	1507 	"1507 Kennett Square New Garden Town Sq Sc 350 Scarlett Rd, Ste 1-3-5 127,257 $42.80 $5,446,179.58"	1507 	0				"$42.80 $5,446,179.58"	"$5,446,179.58"	$42.80	$42.80	"$5,446,179.58"	127247.1864
110	"6518 North Huntingdon Norwin Hills Plz 8865 Norwin Ave 179,951 $30.22 $5,437,940.61"	6518 	"6518 North Huntingdon Norwin Hills Plz 8865 Norwin Ave 179,951 $30.22 $5,437,940.61"	6518 	0				"$30.22 $5,437,940.61"	"$5,437,940.61"	$30.22	$30.22	"$5,437,940.61"	179945.0897
111	"207 Pittsburgh One Oxford Centre 320 Smithfield St 138,398 $39.26 $5,433,744.07"	207 	"207 Pittsburgh One Oxford Centre 320 Smithfield St 138,398 $39.26 $5,433,744.07"	207 	0				"$39.26 $5,433,744.07"	"$5,433,744.07"	$39.26	$39.26	"$5,433,744.07"	138404.0772
112	"4635 Willow Grove Regency Square Shopping Plz 1029 N Easton Rd 172,636 $31.15 $5,378,129.22"	4635 	"4635 Willow Grove Regency Square Shopping Plz 1029 N Easton Rd 172,636 $31.15 $5,378,129.22"	4635 	0				"$31.15 $5,378,129.22"	"$5,378,129.22"	$31.15	$31.15	"$5,378,129.22"	172652.6234
113	"1902 Bloomsburg 1231 Columbia Blvd 162,820 $32.93 $5,361,763.59"	1902 	"1902 Bloomsburg 1231 Columbia Blvd 162,820 $32.93 $5,361,763.59"	1902 	0				"$32.93 $5,361,763.59"	"$5,361,763.59"	$32.93	$32.93	"$5,361,763.59"	162823.0668
114	"929 Chalfont 4275 County Line Rd 162,056 $33.01 $5,349,114.36"	929 	"929 Chalfont 4275 County Line Rd 162,056 $33.01 $5,349,114.36"	929 	0				"$33.01 $5,349,114.36"	"$5,349,114.36"	$33.01	$33.01	"$5,349,114.36"	162045.2699
115	"5173 Philadelphia Woodland Village Shopping Ctr 6036 Woodland Ave 286,601 $18.61 $5,334,849.71"	5173 	"5173 Philadelphia Woodland Village Shopping Ctr 6036 Woodland Ave 286,601 $18.61 $5,334,849.71"	5173 	0				"$18.61 $5,334,849.71"	"$5,334,849.71"	$18.61	$18.61	"$5,334,849.71"	286665.7555
116	"915 Bristol 3920 New Falls Rd 212,751 $24.96 $5,310,419.49"	915 	"915 Bristol 3920 New Falls Rd 212,751 $24.96 $5,310,419.49"	915 	0				"$24.96 $5,310,419.49"	"$5,310,419.49"	$24.96	$24.96	"$5,310,419.49"	212757.1911
117	"6705 York Queensgate Shopping Ctr 2075 Springwood Rd, Unit #30 170,623 $30.63 $5,227,011.62"	6705 	"6705 York Queensgate Shopping Ctr 2075 Springwood Rd, Unit #30 170,623 $30.63 $5,227,011.62"	6705 	0				"$30.63 $5,227,011.62"	"$5,227,011.62"	$30.63	$30.63	"$5,227,011.62"	170650.0692
118	"1523 West Chester Shoppes Dilworthtown, Ste B 1363 Dilworthtown Crossing 120,602 $43.01 $5,186,972.95"	1523 	"1523 West Chester Shoppes Dilworthtown, Ste B 1363 Dilworthtown Crossing 120,602 $43.01 $5,186,972.95"	1523 	0				"$43.01 $5,186,972.95"	"$5,186,972.95"	$43.01	$43.01	"$5,186,972.95"	120599.2316
119	"3206 Indiana Town Fair Plz 475 Ben Franklin S, Ste 5 160,636 $32.08 $5,153,368.76"	3206 	"3206 Indiana Town Fair Plz 475 Ben Franklin S, Ste 5 160,636 $32.08 $5,153,368.76"	3206 	0				"$32.08 $5,153,368.76"	"$5,153,368.76"	$32.08	$32.08	"$5,153,368.76"	160641.1708
120	"4501 East Stroudsburg Pocono Plz 414 Lincoln Ave 199,761 $25.75 $5,143,892.44"	4501 	"4501 East Stroudsburg Pocono Plz 414 Lincoln Ave 199,761 $25.75 $5,143,892.44"	4501 	0				"$25.75 $5,143,892.44"	"$5,143,892.44"	$25.75	$25.75	"$5,143,892.44"	199762.8132
121	"3916 Trexlertown Trexler Mall Unit 2-A 6900 Hamilton Blvd P.O. Box 93 175,483 $29.27 $5,135,745.31"	3916 	"3916 Trexlertown Trexler Mall Unit 2-A 6900 Hamilton Blvd P.O. Box 93 175,483 $29.27 $5,135,745.31"	3916 	0				"$29.27 $5,135,745.31"	"$5,135,745.31"	$29.27	$29.27	"$5,135,745.31"	175461.0629
122	"5141 Philadelphia 4906-4908 Baltimore Ave 260,915 $19.55 $5,101,913.47"	5141 	"5141 Philadelphia 4906-4908 Baltimore Ave 260,915 $19.55 $5,101,913.47"	5141 	0				"$19.55 $5,101,913.47"	"$5,101,913.47"	$19.55	$19.55	"$5,101,913.47"	260967.4409
123	"4621 Blue Bell Ctr Sq Plz, Ste 100 1301 Skippack Pike 120,789 $42.13 $5,088,305.98"	4621 	"4621 Blue Bell Ctr Sq Plz, Ste 100 1301 Skippack Pike 120,789 $42.13 $5,088,305.98"	4621 	0				"$42.13 $5,088,305.98"	"$5,088,305.98"	$42.13	$42.13	"$5,088,305.98"	120776.3109
124	"4608 Bryn Mawr 922 W Lancaster Ave 119,450 $42.40 $5,064,661.56"	4608 	"4608 Bryn Mawr 922 W Lancaster Ave 119,450 $42.40 $5,064,661.56"	4608 	0				"$42.40 $5,064,661.56"	"$5,064,661.56"	$42.40	$42.40	"$5,064,661.56"	119449.5651
125	"5169 Philadelphia 1935 Fairmount Ave 186,766 $26.55 $4,957,940.22"	5169 	"5169 Philadelphia 1935 Fairmount Ave 186,766 $26.55 $4,957,940.22"	5169 	0				"$26.55 $4,957,940.22"	"$4,957,940.22"	$26.55	$26.55	"$4,957,940.22"	186739.7446
126	"2501 Erie Summit Towne Centre 7200 Peach St 120,772 $40.76 $4,922,617.67"	2501 	"2501 Erie Summit Towne Centre 7200 Peach St 120,772 $40.76 $4,922,617.67"	2501 	0				"$40.76 $4,922,617.67"	"$4,922,617.67"	$40.76	$40.76	"$4,922,617.67"	120770.7966
127	"5201 Milford 106 W Harford St 148,830 $32.79 $4,880,651.26"	5201 	"5201 Milford 106 W Harford St 148,830 $32.79 $4,880,651.26"	5201 	0				"$32.79 $4,880,651.26"	"$4,880,651.26"	$32.79	$32.79	"$4,880,651.26"	148845.7231
128	"6401 Hawley 74 Welwood Ave, Ste 103 110,362 $43.99 $4,855,216.09"	6401 	"6401 Hawley 74 Welwood Ave, Ste 103 110,362 $43.99 $4,855,216.09"	6401 	0				"$43.99 $4,855,216.09"	"$4,855,216.09"	$43.99	$43.99	"$4,855,216.09"	110370.9045
129	"5155 Philadelphia Society Hill Shopping Ctr 326 S 5th St 144,720 $33.54 $4,853,743.27"	5155 	"5155 Philadelphia Society Hill Shopping Ctr 326 S 5th St 144,720 $33.54 $4,853,743.27"	5155 	0				"$33.54 $4,853,743.27"	"$4,853,743.27"	$33.54	$33.54	"$4,853,743.27"	144715.0647
130	"3606 Lancaster Centerville Sq 586 Centerville Rd 175,492 $27.31 $4,792,941.45"	3606 	"3606 Lancaster Centerville Sq 586 Centerville Rd 175,492 $27.31 $4,792,941.45"	3606 	0				"$27.31 $4,792,941.45"	"$4,792,941.45"	$27.31	$27.31	"$4,792,941.45"	175501.3347
131	"4622 Rockledge 404 Huntingdon Pike 157,160 $30.32 $4,765,000.56"	4622 	"4622 Rockledge 404 Huntingdon Pike 157,160 $30.32 $4,765,000.56"	4622 	0				"$30.32 $4,765,000.56"	"$4,765,000.56"	$30.32	$30.32	"$4,765,000.56"	157157.0106
132	"2207* Harrisburg 1303 N 7th St 3,881 $1,221.93 $4,742,327.87"	2207* 	"2207  Harrisburg 1303 N 7th St 3,881 $1,221.93 $4,742,327.87"	2207 	1				"$1,221.93 $4,742,327.87"	"$4,742,327.87"	"$1,221.93"	"$1,221.93"	"$4,742,327.87"	3881.014354
133	"5157 Philadelphia 1237 S 11th St 175,718 $26.94 $4,734,082.23"	5157 	"5157 Philadelphia 1237 S 11th St 175,718 $26.94 $4,734,082.23"	5157 	0				"$26.94 $4,734,082.23"	"$4,734,082.23"	$26.94	$26.94	"$4,734,082.23"	175726.8831
134	"928 Langhorne Shoppes At Flowers Mill 118 N Flowers Mill Rd 143,441 $32.95 $4,726,084.70"	928 	"928 Langhorne Shoppes At Flowers Mill 118 N Flowers Mill Rd 143,441 $32.95 $4,726,084.70"	928 	0				"$32.95 $4,726,084.70"	"$4,726,084.70"	$32.95	$32.95	"$4,726,084.70"	143432.0091
135	"5122 Philadelphia 8 Penn Center Plz 1628 John F Kennedy Blvd 245,564 $19.15 $4,703,219.76"	5122 	"5122 Philadelphia 8 Penn Center Plz 1628 John F Kennedy Blvd 245,564 $19.15 $4,703,219.76"	5122 	0				"$19.15 $4,703,219.76"	"$4,703,219.76"	$19.15	$19.15	"$4,703,219.76"	245598.9431
136	"226 Pittsburgh 132 Ben Avon Heights Rd 161,823 $29.00 $4,692,089.32"	226 	"226 Pittsburgh 132 Ben Avon Heights Rd 161,823 $29.00 $4,692,089.32"	226 	0				"$29.00 $4,692,089.32"	"$4,692,089.32"	$29.00	$29.00	"$4,692,089.32"	161796.1834
137	"2319 Glen Mills Concordville Towne Ctr 301 Byers Dr, Space K-013 124,218 $37.06 $4,604,021.03"	2319 	"2319 Glen Mills Concordville Towne Ctr 301 Byers Dr, Space K-013 124,218 $37.06 $4,604,021.03"	2319 	0				"$37.06 $4,604,021.03"	"$4,604,021.03"	$37.06	$37.06	"$4,604,021.03"	124231.5443
138	"4626 Norristown 2501 West Ridge Pike 169,994 $27.06 $4,600,229.65"	4626 	"4626 Norristown 2501 West Ridge Pike 169,994 $27.06 $4,600,229.65"	4626 	0				"$27.06 $4,600,229.65"	"$4,600,229.65"	$27.06	$27.06	"$4,600,229.65"	170001.0957
139	"925 Richboro Crossroads Shopping Ctr 800 Bustleton Ave 146,233 $31.19 $4,561,590.72"	925 	"925 Richboro Crossroads Shopping Ctr 800 Bustleton Ave 146,233 $31.19 $4,561,590.72"	925 	0				"$31.19 $4,561,590.72"	"$4,561,590.72"	$31.19	$31.19	"$4,561,590.72"	146251.7063
140	"299 Pittsburgh Penn Hills Shopping Ctr 11685 Penn Hills Dr 193,424 $23.47 $4,539,393.28"	299 	"299 Pittsburgh Penn Hills Shopping Ctr 11685 Penn Hills Dr 193,424 $23.47 $4,539,393.28"	299 	0				"$23.47 $4,539,393.28"	"$4,539,393.28"	$23.47	$23.47	"$4,539,393.28"	193412.5812
141	"6709 York The Crossroads Shopping Ctr 351 Loucks Rd 164,137 $27.40 $4,498,111.98"	6709 	"6709 York The Crossroads Shopping Ctr 351 Loucks Rd 164,137 $27.40 $4,498,111.98"	6709 	0				"$27.40 $4,498,111.98"	"$4,498,111.98"	$27.40	$27.40	"$4,498,111.98"	164164.6708
142	"4015* Wilkes-Barre 112 Stevens Rd 3,701 $1,188.58 $4,398,931.32"	4015* 	"4015  Wilkes-Barre 112 Stevens Rd 3,701 $1,188.58 $4,398,931.32"	4015 	1				"$1,188.58 $4,398,931.32"	"$4,398,931.32"	"$1,188.58"	"$1,188.58"	"$4,398,931.32"	3700.997257
143	"267 Coraopolis Moon Plz, Ste 24 5990 University Blvd 140,508 $31.29 $4,396,286.18"	267 	"267 Coraopolis Moon Plz, Ste 24 5990 University Blvd 140,508 $31.29 $4,396,286.18"	267 	0				"$31.29 $4,396,286.18"	"$4,396,286.18"	$31.29	$31.29	"$4,396,286.18"	140501.3161
144	"4639 Gilbertsville Gilbertsville Shopping Ctr 1050 E Philadelphia Ave 136,227 $32.25 $4,393,490.51"	4639 	"4639 Gilbertsville Gilbertsville Shopping Ctr 1050 E Philadelphia Ave 136,227 $32.25 $4,393,490.51"	4639 	0				"$32.25 $4,393,490.51"	"$4,393,490.51"	$32.25	$32.25	"$4,393,490.51"	136232.2639
145	"238 Pittsburgh Shady Hill Ctr 6320 Shakespeare St 240,409 $18.23 $4,382,025.88"	238 	"238 Pittsburgh Shady Hill Ctr 6320 Shakespeare St 240,409 $18.23 $4,382,025.88"	238 	0				"$18.23 $4,382,025.88"	"$4,382,025.88"	$18.23	$18.23	"$4,382,025.88"	240374.4312
146	"228 Pittsburgh Edgewood Towne Centre 1749 S Braddock Ave 176,810 $24.73 $4,373,151.33"	228 	"228 Pittsburgh Edgewood Towne Centre 1749 S Braddock Ave 176,810 $24.73 $4,373,151.33"	228 	0				"$24.73 $4,373,151.33"	"$4,373,151.33"	$24.73	$24.73	"$4,373,151.33"	176835.8807
147	"4617 Harleysville 2710 Shelly Rd 130,264 $33.31 $4,339,615.49"	4617 	"4617 Harleysville 2710 Shelly Rd 130,264 $33.31 $4,339,615.49"	4617 	0				"$33.31 $4,339,615.49"	"$4,339,615.49"	$33.31	$33.31	"$4,339,615.49"	130279.6605
148	"3903 Allentown 1918 Allen St 164,030 $26.40 $4,330,177.72"	3903 	"3903 Allentown 1918 Allen St 164,030 $26.40 $4,330,177.72"	3903 	0				"$26.40 $4,330,177.72"	"$4,330,177.72"	$26.40	$26.40	"$4,330,177.72"	164021.8833
149	"5150 Philadelphia 4301 Chestnut St 161,923 $26.70 $4,323,422.89"	5150 	"5150 Philadelphia 4301 Chestnut St 161,923 $26.70 $4,323,422.89"	5150 	0				"$26.70 $4,323,422.89"	"$4,323,422.89"	$26.70	$26.70	"$4,323,422.89"	161925.9509
150	"4607 Ambler 132 E Butler Ave 106,045 $40.73 $4,319,576.21"	4607 	"4607 Ambler 132 E Butler Ave 106,045 $40.73 $4,319,576.21"	4607 	0				"$40.73 $4,319,576.21"	"$4,319,576.21"	$40.73	$40.73	"$4,319,576.21"	106053.9212
151	"2105 Mechanicsburg Mechanicsburg Plz 5301 Simpson Ferry Rd 157,269 $27.31 $4,295,764.89"	2105 	"2105 Mechanicsburg Mechanicsburg Plz 5301 Simpson Ferry Rd 157,269 $27.31 $4,295,764.89"	2105 	0				"$27.31 $4,295,764.89"	"$4,295,764.89"	$27.31	$27.31	"$4,295,764.89"	157296.4075
152	"2332 Broomall Lawrence Park Shopping Ctr 1991 Sproul Rd, Space 37 155,174 $27.44 $4,257,435.25"	2332 	"2332 Broomall Lawrence Park Shopping Ctr 1991 Sproul Rd, Space 37 155,174 $27.44 $4,257,435.25"	2332 	0				"$27.44 $4,257,435.25"	"$4,257,435.25"	$27.44	$27.44	"$4,257,435.25"	155154.3458
153	"5142 Philadelphia Plaza Americana 2717 N American St 190,101 $22.15 $4,209,984.55"	5142 	"5142 Philadelphia Plaza Americana 2717 N American St 190,101 $22.15 $4,209,984.55"	5142 	0				"$22.15 $4,209,984.55"	"$4,209,984.55"	$22.15	$22.15	"$4,209,984.55"	190067.0226
154	"298 Bridgeville Chartiers Valley Shopping Ctr 1025 Washington Pike 133,172 $31.60 $4,208,707.49"	298 	"298 Bridgeville Chartiers Valley Shopping Ctr 1025 Washington Pike 133,172 $31.60 $4,208,707.49"	298 	0				"$31.60 $4,208,707.49"	"$4,208,707.49"	$31.60	$31.60	"$4,208,707.49"	133186.9459
155	"5134 Philadelphia 32 S Second St 92,911 $45.29 $4,207,664.57"	5134 	"5134 Philadelphia 32 S Second St 92,911 $45.29 $4,207,664.57"	5134 	0				"$45.29 $4,207,664.57"	"$4,207,664.57"	$45.29	$45.29	"$4,207,664.57"	92904.93641
156	"3909 Allentown 906 Club Ave 123,980 $33.82 $4,193,390.82"	3909 	"3909 Allentown 906 Club Ave 123,980 $33.82 $4,193,390.82"	3909 	0				"$33.82 $4,193,390.82"	"$4,193,390.82"	$33.82	$33.82	"$4,193,390.82"	123991.4494
157	"914 Feasterville Southampton Village Sc 162 E Street Rd 130,868 $32.01 $4,189,475.34"	914 	"914 Feasterville Southampton Village Sc 162 E Street Rd 130,868 $32.01 $4,189,475.34"	914 	0				"$32.01 $4,189,475.34"	"$4,189,475.34"	$32.01	$32.01	"$4,189,475.34"	130880.2043
158	"5111 Philadelphia 3720 Main St 141,461 $29.61 $4,189,052.80"	5111 	"5111 Philadelphia 3720 Main St 141,461 $29.61 $4,189,052.80"	5111 	0				"$29.61 $4,189,052.80"	"$4,189,052.80"	$29.61	$29.61	"$4,189,052.80"	141474.2587
159	"3617 Lancaster Wheatland Shopping Ctr 1761A Columbia Ave 144,946 $28.88 $4,186,609.62"	3617 	"3617 Lancaster Wheatland Shopping Ctr 1761A Columbia Ave 144,946 $28.88 $4,186,609.62"	3617 	0				"$28.88 $4,186,609.62"	"$4,186,609.62"	$28.88	$28.88	"$4,186,609.62"	144965.7071
160	"938 Warminster Center Point Plz Sc 748 West St Rd 148,447 $27.87 $4,137,045.38"	938 	"938 Warminster Center Point Plz Sc 748 West St Rd 148,447 $27.87 $4,137,045.38"	938 	0				"$27.87 $4,137,045.38"	"$4,137,045.38"	$27.87	$27.87	"$4,137,045.38"	148440.8102
161	"615 Douglassville Douglassville Shopping Ctr 180 Old Swede Rd, Ste #6 137,335 $29.71 $4,079,995.54"	615 	"615 Douglassville Douglassville Shopping Ctr 180 Old Swede Rd, Ste #6 137,335 $29.71 $4,079,995.54"	615 	0				"$29.71 $4,079,995.54"	"$4,079,995.54"	$29.71	$29.71	"$4,079,995.54"	137327.349
162	"2314 Newtown Square Newtown Sq Shopping Ctr 42 Alpha Dr 128,659 $31.64 $4,070,405.35"	2314 	"2314 Newtown Square Newtown Sq Shopping Ctr 42 Alpha Dr 128,659 $31.64 $4,070,405.35"	2314 	0				"$31.64 $4,070,405.35"	"$4,070,405.35"	$31.64	$31.64	"$4,070,405.35"	128647.451
163	"6519 Lower Burrell Crossroads Plz 2501 Leechburg Rd, Ste F 130,937 $31.06 $4,066,730.54"	6519 	"6519 Lower Burrell Crossroads Plz 2501 Leechburg Rd, Ste F 130,937 $31.06 $4,066,730.54"	6519 	0				"$31.06 $4,066,730.54"	"$4,066,730.54"	$31.06	$31.06	"$4,066,730.54"	130931.4404
164	"2331 Drexel Hill 5035 Township Line Rd 140,845 $28.77 $4,052,640.46"	2331 	"2331 Drexel Hill 5035 Township Line Rd 140,845 $28.77 $4,052,640.46"	2331 	0				"$28.77 $4,052,640.46"	"$4,052,640.46"	$28.77	$28.77	"$4,052,640.46"	140863.4154
165	"4637 Audubon Audubon Village Shopping Ctr 2860 Audubon Vill Dr 123,889 $32.47 $4,022,850.64"	4637 	"4637 Audubon Audubon Village Shopping Ctr 2860 Audubon Vill Dr 123,889 $32.47 $4,022,850.64"	4637 	0				"$32.47 $4,022,850.64"	"$4,022,850.64"	$32.47	$32.47	"$4,022,850.64"	123894.3837
166	"4611 Royersford Park Towne Plz 301 N Lewis Rd, Ste #170 151,616 $26.49 $4,015,824.22"	4611 	"4611 Royersford Park Towne Plz 301 N Lewis Rd, Ste #170 151,616 $26.49 $4,015,824.22"	4611 	0				"$26.49 $4,015,824.22"	"$4,015,824.22"	$26.49	$26.49	"$4,015,824.22"	151597.7433
167	"2107 Camp Hill 3760 Market St 123,039 $32.63 $4,015,263.65"	2107 	"2107 Camp Hill 3760 Market St 123,039 $32.63 $4,015,263.65"	2107 	0				"$32.63 $4,015,263.65"	"$4,015,263.65"	$32.63	$32.63	"$4,015,263.65"	123054.3564
168	"4509 Tannersville R.R.#1 Tannersville Plz 2838 Rt 611, Ste 107 148,520 $26.92 $3,998,257.21"	4509 	"4509 Tannersville R.R.#1 Tannersville Plz 2838 Rt 611, Ste 107 148,520 $26.92 $3,998,257.21"	4509 	0				"$26.92 $3,998,257.21"	"$3,998,257.21"	$26.92	$26.92	"$3,998,257.21"	148523.6705
